,job_board_link,job_board_city,job_board_state,job_board_location,job_board_category,job_board_level,job_title,job_company,job_location,job_salary,job_link,job_logo_url
941,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Sr. Quality Assurance Engineer,care.ai,"Orlando, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_29cfe0af&cb=1668176328491&jobListingId=1008139354072&cpc=BC94DADD91C18169&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-6b7b2567d97b2bd9--6NYlbfkN0A4hgeKHdLyHgzaskNEvl2xXMVaueUT71iJOYpLYISQUAJZMPbWtk3BeEJBCmyPJnb7UVaLHQqaIn6gsRXM9giA8oAJ11e4QYczizVK2hSTFpCFMztEm6B-bBxH-zcajCfsL8GtIG9NuGBLRCOs8AyhTVjK0a_BcRrF_d2KYVMCdQH2Phy3iX217AgW33QY13F3lF25AzS6hzbE17hzc90Op-qTNXlqK-5J_7H5lmkdjmn8owEHJ2ENainvlMZz7QUqqHdNBXdoz9uWg8y6vQ1XXNSSl05VSPY3f8KTSlcqWq_Gd2ZaSCkcESkVNDTfidb8CJ3YSbNaCaoi0Vevff4c2Py1FsYn4hbdqFAWRpaVwtVH-fKK1AQPobRKlOrxHrRkbWfGe6saHzIbyqfAKfYBB1tLzRSskghqhtEsjAGvY2kTA8PJZzLvZKdhSVxTfpnzyZChaxhjImjkz7mGX--CejKfJiXbXb7LcDZ9NX85i0hkgzSo8x-K9Q-FR2IIq8s88OTeUm1dD9q2ofqmjItswr76bdmeZUE%3D,
942,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Staff Software Engineer,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",$112K - $151K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b56d189&cb=1668176328491&jobListingId=1008263948423&cpc=D69957E0862862E0&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-8df41e502b5d6798--6NYlbfkN0DAFTyt7pbDCC2JPO79CSdi1dIb81yjczP5qsKcZIxgiYm3-7g-689UM0rgypL64comztV5lYQ2UH8frsrjPIVMzm0zRfnbIp4GvGaR0vooGP9-pciRndil0SEIpi_h__Uo9aOY2a8eDWNUQN-5Oi0NnyKNWopQ9NYsTxUgpEs-kEUTB6-wi_8mP1nXqQwBXH1BreXT4HQGI6_dpE-GeSeLa9d0OPrFbFfM-UnwFGRxXwT0vAzEPof3TT3A4J8VRuJCI3Txz7cTPijj4SYhki8yODNFz1VoYYy8Pg5sg1Q9nm3UFCrER0GH7gTGivGZXfxNxA97gEjUE3hj6xdGec5veS1nCsHJaJj7YPScEJghK07ESheKvDNko9ofoOiFd4zjgYfNhcJUdVOyMRyYcIi1DU-lQkMV7GlRT3vuCX1v__b9Is3TqKfVaZpyRKtgUczSq1pIgNFQTw%3D%3D,https://media.glassdoor.com/sql/717/walt-disney-company-squarelogo-1574088286127.png
943,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Associate Simulation Software Engineer,Leidos,"Orlando, FL",$60K - $126K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_4982bcc2&cb=1668176328491&jobListingId=1008145931532&cpc=C891152315FA1AD8&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-335bfa8476b7f4e5--6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRihWbmqO_-Ccw6DGinMZCyLHBERHSkQTq45X_2hRbitW42AKlEMkWII1oXSuab03aRxZODMAaHAVFb8vvD57r3p1ceb93U_A2yI_iv91Dz2_oNiCJwfjI7gmu_o9I_R0PAOcWvvVtQLlZOf8E_X-QIhbIZl0qfVd4feRwPVpNuOseuIiMHDQNHNdFOIAUVUc1vwWrNRGY8ZcXBN0TefXQT49l3S_J3pItWQBprOEXNK6ohz3KebZUDpL_-cXp3TDRdnHJqmNfQ07Jr6W0Kaq9oFLX1IstxypdWL2D3MC_fjTRVzf7HbRD9l7RC7poz0OhT8wXBaC0LlbR9RzkYFvayWayHCiTmGQLaheU2EnZnVt2oCFPEK9KtKH5P1EVcRZcswkYF55cU7g6Ea_ZLKrTFw253_7SU8XI0eLRGRt3GZW6UgYSi6tdNDVRJqEuaq-pvaS91UeoGhSmMRPae9n1eIqbHGvB2VXqW3NIh9peW5CHIUG8fy0vndlcKrdkTFdtFlxcDTwO6dLjOXb4gb2wnYIsJSwbeW_FxSNjq-Ky4xZGxWk1W2HF4cxPmoocjq1e6BRma_bmrVWIyZhDIUGVbc-GpJXXBQKUMh9wrIKnPna,https://media.glassdoor.com/sql/730545/leidos-squarelogo-1530300891039.png
944,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Software Engineer Associate (Training & Logistics - Integrated Eng),LOCKHEED MARTIN CORPORATION,"Orlando, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_cdada837&cb=1668176328491&jobListingId=1008253923988&cpc=217C45A42544DB93&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-35a8179cad5f5ccd--6NYlbfkN0BuMqUtaNIakuoGTB-u7I0EvtcrTK1_bHO6_bsORPCvsAuhl2Re_HYGgFFE4slO0oALcEgAQeUjONWPucvqrlWrQVyGy-nhoWujsJh7ahTMmlCHM3W2oR7WUdVZQteTw517Ve0A9q6hEl6sWRwqRRSwA8WwyIyACLU-ghgXHemUF3VQwaVtjWjU_r-1thc9JBasvSh0qr9QPjCXmYBPJuEWon7GfsOMvtt7fVeNQz-Q_ofEqkY_hhj-p3VXzuYYtJzihYAarDarXs6amm2aKGScTkq4ILtIumDpXOnt3pywhbnNskHe7pOc9IdXjuDcbrJ37JcAOxapFdYPqwrKP-a3-KYYvt6ooTbUwPt3iEotUbyeoIfCD3yPd1K0DaZBx4PGtkbuLedE7q9UXdw5KyjWb_QAJOJa7WfAqlNYngjQBA6A2m2ir6XEaaE119_S8elQs1_blGRG_oSDzk4aNhqQRelanEKoX2sG2TvgF5nzF7FaisuQReHFMDP5aAJ-dn0Jl5x2DMf0Txto4IShcmSYPZTHDN0X4AEalztHPLYPDqm7yFDY7TLRFmu3X0ySSQq6pm2s-jjKuHlSx0oPSBVVwIUA60uknJbMhSFBqrGQ43_6-3SBfG97MuOrgRhAUF5BaZBabiS_Nn43MFQQoJgo,https://media.glassdoor.com/sql/404/lockheed-martin-squarelogo-1497984580535.png
945,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Manager Software Engineer,Kforce,"Orlando, FL",$100K - $138K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_bfac6f39&cb=1668176328491&jobListingId=1007723690633&cpc=BA15C3E50D27FFE8&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-f7aff173a6f19d93--6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEBkC4LI6KweF0vk9JRHgKW_6z3QiJcYun3SZ5axr9HyS1VfSLIqTSwtgsFE_p-U-9WO3qy7WFrzm-8rwQADBfEy5mKqIRMzqteK6jqzL_K_3faERRQaWtwQk7xVGkvUH3QaA5pbofgqYJwmu0pkHEstYBZSuoSSy3GkkiYdJrrpGvUqedSk93pqbTDnejIyAA9IqxhmH2LSTqt0vFvmdrC7f-mwGlTt0jH2LXHQRlUIC63iRSc23M9OdT_VyAgMtlPvXbHwO56Je7iL1psVEQIjHHclKwr_wn0FxoFkXq60c0otHX0Kaf4v6ijlf8YCOlEUwlr_T9ek8oJ3xCbSBL0HLzRDlWiv5eflpW4-89gdLTh4qiMMgoDCs6QdnuQLXMP8qqwRuceVfiodsZIHNR8OOxFa1ANm1WwBfz6FHuU9xe3q__UaR-2bGIqm8Yf7USYDJLMbIFYHyRkPd37KEs8FImWWGAopjC0CfHLbrlN1usd3AVzO5znp5SETIw01Q2K9czwKJ8YIYLFaKS6d1FV_FSw8dqA7F8jU574iB43Qav0KUraxnPc588vvwYGYx3OQYhzewKi1f,https://media.glassdoor.com/sql/5441/kforce-squareLogo-1639416143264.png
946,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Sr Software Engineer - HCM (Workday),The Walt Disney Company (Corporate),"Celebration, FL",$87K - $116K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_eacb5f83&cb=1668176328491&jobListingId=1008261441180&cpc=84DBBAA61F05C438&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-42c1573dec67768b--6NYlbfkN0DAFTyt7pbDCC2JPO79CSdi1dIb81yjczP5qsKcZIxgiYm3-7g-689UM0rgypL64coGPvukaKpfxwd7MSgi0w18_WTT9mznBcREZqHt8rmg6OqjiAPTzreCoGqqrvO8tkCOG_f6U-rXlyJOoLwPq1TzZ2JgQcXru8jhFIB5YVd4Hgwpl6yGf4Iw_TEJeQnXVaB0-euczivyz3Gj2f3zdFzpHqLens_ufaXz6iOiuHChgnvp6aqhk3Ua9fPiDFhEqSAG4M1wOMzWUB1bXn0Uf0cgb5gFRAsjgMhgwKPfLPsJ0uy4XJaESRGJCrFP6WIt3sAszbs_h1fx0X_GKTYyW5FvBVFEzrrsvJHn5puFQcg_fFkG64s-i1g-o7f4cyZMKRKxCv0ZDV-exDtVv3VO2_tM-NTdOwucwLTMSnca1tNhGxQ14E1skc3rWC0sGSqp6BPSGPAak0s09Q%3D%3D,https://media.glassdoor.com/sql/717/walt-disney-company-squarelogo-1574088286127.png
947,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Senior Software Engineer,ResultStack,"Orlando, FL",$90K - $131K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cdbacc89&cb=1668176328492&jobListingId=1007854607477&cpc=FA84DF7EA1EC2398&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-8588e108d2302d84--6NYlbfkN0Dm4kDhXx_xUFNZaQBmRiS88dzWUXs-a1vqujIAJGAXYVrX9uU8jh9Iiq_h5D_5FHl45D-HqPxRqGKbd8kftl7tGqDhbfeZ8uLWc-VFFw9U2U5OKCZYYuJtpi17TJAGPU_5WYnqWL7wlrtbNhjY2BbzdJSvogUof29kKyFtoSuupRlm2oAPKR4dGlRedjqLPNax59NqIZzTtLs5fEMwhUTMNHWho4-Bm9PJewB6_WUC1bwgjAM0EoI8crjIHIzMRwq_lSugQ5BgW5oQ-bt9cVQFPZ3uGGZ5GBHzjMcx6Zi8DfjkKoLmBrfnNV5tU_Tsi1h3xGDk84Rvnrgc4-lt5h4HSt8FTG7Y_m05Dw1VJmzrL7ldx7Gnku2YowfFqK_xnA-8N6SFL9y_UvraF28RcjTD8Oum4vupk6n8kM6maiMVEWqQLg6us7MxCwGqiUnzYS7y0TtWegmYN1cOGycDGEGdpY63GmkpTFIxDRdJ79WCu0VbwlNhodHz1Bp_GmEJZzEe4v3yCKSKtQ%3D%3D,https://media.glassdoor.com/sql/2936133/resultstack-squarelogo-1584529904491.png
948,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Senior Software Developer [117],ReminderMedia,"Orlando, FL",$100K - $130K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0503bca&cb=1668176328492&jobListingId=1008253367177&cpc=32EE424DE2B657EB&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-f07ac6d5f9fbf4e8--6NYlbfkN0BV5xWQvMmIkgUcdRWb7iWRWS4LnwJ0A4ASNg0KGqrukA_POA8ifgoOj7ZHGRdIKnKBdnwsdp8Fzrh3HbV5AwWTGPS6XCBmrxri5cQKFlNftJ1pg8jppT8MSJWQ_dtgcXQxgepbuyZBumD843Y8RpVOu17_LDaOHxqYVJIUDqTwwnNdj-N96QE7lpkdNou79yybXsMIrKWADYxLVi1EjGGIWqLAEqjoR8rIDgB1iY3jyKzCKC_b0nln06YJSTDyS4kFsJMzMYVVGfj4jzImzSFdfpiBVMXPkPgKnvsYx7Zg4p-7J8MdtEpt133hOF1UzVPA8zH9wQ18_Z5YzVIilEAtALH1hb6ZjwNPFJyBv94NLPujCrwROGDLVzKSWnPpnZwwv6xBAUfrCg8HcG35a4DTN98HFhzEExVzz3rbfLHhCjcOBUllXt1vwD1jmb6aR50iEhRGlxtm8reXvwCLy9nPb7pzOWLwb4Y1AGmhQnB1U_bOtsTEoas83UBioR_tJq9Gj1TxIjlGsrvPobhy1I-FZVSBJcB4eaM%3D,https://media.glassdoor.com/sql/405310/remindermedia-squarelogo-1508784375785.png
949,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Senior Simulation Software Engineer,Leidos,"Orlando, FL",$94K - $196K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1d7edc2&cb=1668176328492&jobListingId=1008145931533&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-b108576af7cbd148--6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRihWbmqO_-Ccw6DGinMZCyLHBERHSkQTq4Sdlwv7QNYOckiOfKdVvPPdWjRy2XnyDCTJn5fJvdiDyooBV8apFvolYFcQiozSgQyPQAndkvVHvh_3KFk1gZfDAUU6lhfJOeKVUksnGBqOO4nz3Z-VHZJHbUJYLyvxjmQx9Gk2QVwngT4N2sEwjC_2is2uES9t1v9_ISRNcDyNmNSrx70lgt6zork1auV_CFTz-IzPuwnfzR9cQJWfXGf9zlO0wPAQsf9Bo7rkYVfuutb4cVpjQ1JWomZQRlT6yKqTCfF1N3nVsAc2KVl0UmAUOUgiit87drSYDS_kePvykoSIi_-qa29JNvhXoaVpUZwZ4IXkxhIG87U78qJ4bXORbL3GG8ysSKwYTShsz0DbxoQQSEmrFm_UtRcl-n6Lm2ZPHkN_zciRLmKJ4x-UXXMktpt099xM-y_dEkIYw7rxXORc0CYLNgXDUvkXogbeqg7QYEzbZE53UJ1uvO57T7dIF1aoSiqogjY0EtRVmkOA5MDe6ioT8liCnmvMhyXvrVIoCzevpPzO5T_VklrvOkOE8uf5pZVkZhLjCaQCezoeh-jwWJTS0H_EwJslPXuTTpId0zA-ilBu,https://media.glassdoor.com/sql/730545/leidos-squarelogo-1530300891039.png
950,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,"Senior Engineer, Software Quality (2 years)",Universal Orlando,"Orlando, FL",$73K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_3657d882&cb=1668176328492&jobListingId=1008208540867&cpc=B101C867B3EF2D75&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-3c7e9ed428567186--6NYlbfkN0A8dBNt2Xi2s2VyZMdbOlonzlm4bxv48OGaZczYzhjJpiI6hl9onzamCWYK6p40cmpNqeUJdngyW0j4zPORn06Z1KlWsqfdMyIlBHvGz80VY4hfn5o24hm-0ksMBsgQL3MxlBnY25CQpHUh-8Ck9zR9s5cQUGhVrFr3SVf-oWBy7btzqeMc_s2AHTaIN0RYVlwa-S_5Xtx9e5pgTD6tM0Ld4bB-OcCTc4OaeWZyGe1vJzHU2SirGGJpOWVcOBCzXZjLvR7A2ID457Rydjz-maAgzh0aPcVWTJWx6-r4OipIp9bpAIdK7LKp62v8_83zSdHIVGALfiKuyBBHs60E0p7h8Ym7hMCJNCO6FEEJ62ifU_nAAy2vyztB-LgxI3z7iI1CWb1W-iLnsS0BNW9FptJ583PbLEpCRNaedeTU_ViR8CNCIhe5gDRYIGFw6W8_jdU5GORIzZBH6QQhGEDqJLgMhYhIWop-X4Z5XJ1IBtXQWWOHSI7U5R8ys2J2KAv2ey7zbTvhvEUszhprpiYt7eEqkELhoSwnwXd4m0On31hjDuJm0p1jvSxV7qvnz72NT0B1MHZjTPcwjneORTIVgBsMhkfs7D3b8_NKBN5xO-CHYTB_TLQb3miUjnVPkvW2Q6dVaSm0DNWCm2szI1hBXIH7nZRzHmEZekA57y1WP0WDxVWoDa1tECyDsmP_pznLli--fZphZe4NsFGJELltv7fJnaQtVGCbMhXU0OdqdSwwzwnPybwigR61ZtSbuZhpNfMxrKjy7nUI19k2ZSKX3-xGWcLCODwd6bq0yfmdiVS0jKI1JZrlTYuAVl-LGokG47vX0fZ7ubBt5vOfbNTSJ3ubRBmkZBhgiDJpV8yJU6se1_83Xv0sZxxbRewwOg_NrWfr3cvtl04b2o3CN2FCnf0XmqPX50cz22mWVdTcCPn5LGFt7fDLPeelKfu7cwXhCk2g6manoGXauCKwUDTRWqAonSN7gMT4hUpCJUeApDzME1vi5XbyBQKcpMV5I7KNxuEBY75VGUA5OXnN2JlHszwU0NBh-xGeOiU0AO6fJRnsnno8BeADQIAzf1Axr0pC3Mz7I1LjNJqMAYqhS99VSgA-7JNy1v5G6VCgzKqsEoImy3DpP9RVVCazdWK70Mw6UcVUsStNw3A-S4aiV3Igfw6WlXYQszKz1p7hd7LjLYcgddTHBjzwti0h,https://media.glassdoor.com/sql/231921/universal-orlando-resort-squarelogo.png
951,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Senior Software Engineer,Glocomms,"Orlando, FL",$85K - $127K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_438eb676&cb=1668176328492&jobListingId=1008241537977&cpc=8795CF9063CD573D&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-9111ae9c50fc3e46--6NYlbfkN0Ac1dQX5O4bM0SP6UJQV27qUKlsnOLo2dFi0v4Kq4pXXbjTLEo__hQoJuK7RWb7ERhRBZHa9br8NtjGHi2EQt-xA60BD_I2ePRPafrz8YcP6uA3dlRcpCMyZ_wKYQ_w2U-Rbq4pqaZecfWQ2JskSJmuUDiOhWYzfXbzdVqwQZsYD8ilIX4nTJndNt7R3a5dj1Q9pKx6i821pYOm88ZrssgG3kdqyxVmyiiTf05eZXJkBBsaAl2aQ7nRKoe6i7zyC88n9bkpNuvvyNbRq5Gzx8JGx7eQ_peVeXYQ-k5ZQxy8V7pScRZCXRL7VUcofECakW32UI4W4AoH4bq-U-oBux4nJXNmDFCFKLm1-muoWNBEqdWNCANFY28nu11rXYXdgVKbGOcEOKx3ma1gH1-EZzJBXQz29o1V0RAS3DhV6gPEiBCUOt7C2tch_ZaTd_lo4vm50vGW-RrIYySuhdhd7JIJN0GKPSFjG1G2OKXJFAzZhrnFqmiwBFm1gPFcClo1BKAu94GYWeG1PvItfGMUraenD6LwtUaZWf8OIWiyHryZFH9qp-VtmrXx5Qp9JwAlVWyFicNTSVZA8g%3D%3D,https://media.glassdoor.com/sql/2956365/glocomms-squarelogo-1575967797477.png
952,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Application Developer II (US Remote),Ansys,"Orlando, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_898f65dd&cb=1668176328492&jobListingId=1008269647739&cpc=334ABAF5D42DC775&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-69acc6576b8290ed--6NYlbfkN0C_VxUQDhzcEtU5UIQUIXNdycmbXVRtU8htuAzRK_ilEtj_GUc6UbOCa9u03t1VkXJSLvTxVV416DLOaaciMeuCADYN1ZX--lyG3j25S7W_Z0yjPpP9UdzhJumRn0h5Kq2qvbgt-1-mJHaBiMninkdnw5W9xGglN5-TIq7IcMA9GmGEyQUOyrixHFQHzhozJsOWeRW4GIWRxUXKIjr8lZv7ol8-pv5lcSc-AQ-oZtDLExyEg8kniWneZ3hZuQn6RIDlht7mX0QVnv32sKBQ9NcMh1IoIxCNEJU2IluqrX2z5lQ_dp79D__YkMPIcWcm2mf51jnBlloKxnqfnkQriJOYbKPlW321kdMltQd-1wP6LSgue1KpJqtU-Eh1HkY0Ee004sKnfJcHosKSAOpaUql5k41hR4Cb5rgA-yQM9ZVbWMRcy2j-ekkWcRFIV0MX7dc2XQ8n72mRGzqR0IO7WmZnUXVCnxS3u0qw4qxqbj1GK67N7-0Qh-yC-csB_PfnESK3eyP1rOaeqycmZlcauhn5idUlZTPTopFy1sgnRTVf5Fe3rpoNmL8aGT2NLyA1-3vZV8_p-vG359b7CHk5Vp5-tVDiDWD4E429R4XRGAmAs4-vpA5FHWJwUpztPcSvKn4sqPIXsysoYmuTfU9LE0dLweeu7FoxIofwEdvIhXPQ3rLZ2DrxU9FtyGiFL2RFCHA2KpnFuKB2EqBXGTuxtJbivlqcZRHeDtAy5R9YHLSnQtxTjJYgRnejWm4TzcP-sIHpPQtqJQWw7RzZhy7WNymaAVA4YgYcA5z4oG1dc5trXZe88dzA4m0tv6GjDoWQ0pEDcCab0DCPiGwmBOBMKN4ftBoSKWceumVF8XLGSsu0b-SYaTe-uj06CdNAc8cPRgeIcL8Q0xEGSoP_ymkfKSWLXh2koeVUfAkD6NvhW-fViUXlaffoV-KVrj7scZ6LlY9okhAuXXkfk36O7T6M-lLbiPYC84maVbdvpvH8xTyFQd9eDP6RJw3Psy7ukSwc004qXzIswU5pc4LuAS4ELEZGlQDGuugLkCCEij_2qe4CpDXpjlTgjYZ1KUPVZXlyIPrCCBB411vIwZ7Fl7PKvLinYAkMQgmK-lT5N-qhzSlNwA%3D%3D,https://media.glassdoor.com/sql/6135/ansys-squarelogo-1582553427796.png
953,"https://www.glassdoor.com/Job/orlando-software-engineer-jobs-SRCH_IL.0,7_IC1154247_KO8,25.htm?seniorityType=midseniorlevel",Orlando,FL,"Orlando, FL",Software Engineer,Mid Senior Level,Lead Software Engineer - UCE,"Disney Parks, Experiences and Products","Celebration, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=00000184670eb5eba3f1da6e3ceacad3&src=GD_JOB_AD&t=SR&vt=w&cs=1_03ef2e81&cb=1668176328493&jobListingId=1008270089625&cpc=F41FEAB56D215062&jrtk=3-0-1ghjgtdgmma7t801-1ghjgtdh6irl2800-a7e10bd2211ed050--6NYlbfkN0DAFTyt7pbDCC2JPO79CSdi1dIb81yjczP5qsKcZIxgiRd1qisRd4re16D_VG3-wzUx-x1lH3Atiy0GP63XnAVZdeZFW15gOnk32jWoIKF1rInVs1-PV0EOJuzHMGEsyLUS1j4AYaJcmGi991LITZm8pART4upvuH98RL9pNudxAeTeb2SMptWZbJ8NxYpSB-djHqfVRPcq6UySabqi6GRXca3hN2YqH-9D80fD74QuyeLOCmPp-AKFjmw2L-JQh70DEzm6Gd_IR875BRWkHjwtI4n3moT5EKZDZF_bnSgMLVpBTjq1FMTnAF6Lar7LtdeGSF7MEHdYpsiicBASwD7VPHi-Ri--SEdQwhh93KeOFWGdmkS-8BsFv3a3HVRso67iwqD1cDQlW3vcZ4YVzPVeh91A8CtC6C-4t_gwnaRWhFGvlycdtthR6XlPxUzNPkYbZIIvVTcbbA%3D%3D,https://media.glassdoor.com/sql/13843/disney-parks-and-resorts-squarelogo-1432918412488.png
