,job_board_link,job_board_city,job_board_state,job_board_location,job_board_category,job_board_level,job_title,job_company,job_location,job_salary,job_link,job_logo_url
657,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer,STERIS,"Fort Lauderdale, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c8971d7&cb=1668176254120&jobListingId=1008268485066&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-8248b6e61a01bf6d-,https://media.glassdoor.com/sql/333/steris-squarelogo-1577985403070.png
658,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer - Aviation & Federal (Miami),Burns & McDonnell,"Miami, FL",$65K - $97K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_70c3cfb9&cb=1668176254120&jobListingId=1007548898399&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-64243470c225907c-,https://media.glassdoor.com/sql/26324/burns-and-mcdonnell-squareLogo-1635968788556.png
659,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer,Vanderweil Engineers,"Doral, FL",$100K - $130K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f0f1dd2d&cb=1668176254120&jobListingId=1008139155347&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-45b4e9776d7c882b-,
660,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer and Project Manager,RG Vanderweil.com,"Miami, FL",$82K - $116K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cfb0b39f&cb=1668176254121&jobListingId=1008139398773&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-26ab0b29ed76a08f-,https://media.glassdoor.com/sql/27556/vanderweil-engineers-squarelogo-1441976727061.png
661,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer,Feller Engineering,"Fort Lauderdale, FL",$89K - $115K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f285dc7&cb=1668176254121&jobListingId=1008231822320&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-bb27d4cb99c580e2-,
662,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Postdoctoral Associate Pool in Mechanical and Materials Engineering,Florida International University,"Miami, FL",$47K - $74K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_40265b05&cb=1668176254122&jobListingId=1008131786390&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-ae3377a6905331e4-,https://media.glassdoor.com/sql/23374/florida-international-university-squarelogo.png
663,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Lead Mechanical Designer,Mg Engineering - Fl Corp,"Hollywood, FL",$57K - $78K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abfd0422&cb=1668176254122&jobListingId=1007971325862&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-b03a9454156a6ec5-,https://media.glassdoor.com/sql/751023/mg-engineering-squarelogo-1516196088261.png
664,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Project Lead (Mechanical Engineer),M2E LLC,"Miami, FL",$74K - $102K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_1b275e0d&cb=1668176254122&jobListingId=1008138442391&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-a7290737c03d9c5c-,https://media.glassdoor.com/sql/1864072/m2e-consulting-engineers-squareLogo-1622817729896.png
665,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,"Senior Staff Consultant - Mechanical - Miami, FL",Engineering Systems Inc,"Miami, FL",$49K - $72K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_d4da9f98&cb=1668176254122&jobListingId=1008137621390&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-98de72930b3e72f6-,https://media.glassdoor.com/sql/849105/engineering-systems-squarelogo-1496901842328.png
666,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Plumbing Engineer,Stantec,"Miami, FL",$69K - $90K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_d467e54f&cb=1668176254122&jobListingId=1007732340951&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-09f47785af189cda-,https://media.glassdoor.com/sql/21416/stantec-squarelogo-1559931308692.png
667,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,"Manager, Engineering",STERIS,"Fort Lauderdale, FL",,https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb2bf333&cb=1668176254122&jobListingId=1008252744603&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-b53bcc6bad035be8-,https://media.glassdoor.com/sql/333/steris-squarelogo-1577985403070.png
668,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Senior Mechanical Engineer (Thermal science exp req – Relo Avail),#twiceasnice Recruiting,United States,$170K - $180K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1110586&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9481f3cc&cb=1668176254122&jobListingId=1008272417687&cpc=654405A9B1E0A9F5&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-3a645dd56c189661--6NYlbfkN0AIiLXtwtv0BDns9BiY4ItblantFozdL6jLmLxNvS8mvm0wpAphIm-yBxArXtM3HaRuA1egG6BndBsDXeqC1gMaEoN817lYTo9f7DggNAokcZYmRzJVZCH80infjE_FMUrsCRNj8DmaXcy2AQQldgx8TWmv4y766TwcCzEFPuGPOXnAoMJfv-BTVUsTIUJJNEXfH9GDkVuGi38fWpTq7D11GbG2kdj45QaFwqQaINoumI-Bu1IUBBaJ0GqNZ2cS_ABo2vumS9QYSfePVdvKtpU_bL2El1fMb2mwZqj--BVrftrlswIFnvjhjVdpmvk4DJgDV7ATLGHfNrMHffx13wNiRtnQLsFqdUhJwfPDNi0pz7L7YYVl9FlqBVcsAq97afjhOH7RfwILR1BKpqSb8JGRDvlEN3KMjBwI-0Z8QmMZVoedLFJ0EqZcA63TWVT0_wHpHFQW7Fn8i-nCHwoua1DbO5gLVgfptvRVP18wb-4P76L-R0D-CSLlq8YncHxDxwVR0d7mJNoCCA%3D%3D,https://media.glassdoor.com/sql/4920633/-twiceasnice-recruiting-squareLogo-1641259107149.png
669,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,Principal Engineer - Print & Die Cutting,Pactiv Evergreen,United States,,https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1110586&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&cs=1_56d9f906&cb=1668176254122&jobListingId=1008102037045&cpc=0FE1F5EA2BC84A01&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-93f087c430fb0b06--6NYlbfkN0BsrnKSQOwJfoDPyVqq1mf5U08O7VL7ka47btF2vQu0cGiLAG7eBknEui3EyxoQa1L5AX39zm4HxgzXb4kusS9SOXzQK01nAKH_g-QFk0Oky2RsAbRi1scTLP6ArGZGiPXjEOlTVT0ieutDrPaBcdyJvgewzBDdOLnqfQlTeGIFsnY7pqNXD-k1x4h4hL11STkwdeowgSqCdUnGqh5Bl1Fn73Dir8KVtqXvIDm44cfft2chLLsVWf2G6nirgzRiM9OvdAWYO7F6Ghd-RzmHCxa43CrDqJebE5Esy6D3Xsz3uPEN3pIENlkJFU_NnYLx66QNoon2VGpLrSWMfsGqs8OPIEZz5Dk5OpRraGDUWusj0eFJ6CsjkAAgYs6JMtyRF4_M1UrA_JosvCqL5zldAfAEdkuDwRQFmbekte39kyFWNz5fGIvFnNs7I5QnSXU7JUS_JBAnyQ_kTX0biLLW6EZmzS7jQNavM63zc6GrDr2S6ZDyggxnhUvrLfcm79bqcxQX8h163OqtOp2eaMhWVh5JYdMznaShJTLJTnEy1Hvb9oI7QHcNt_OmW0NdTP3u0jE6yx4pZux9A54cQrpxfxl0GqemVqp8EahuID_72ErCmTP1gpruQNbA_zgGEFGZcrLWHMhN0VrCF2cH8veCSzFa485CmGgkOCf_nkmhPpqpbXso8xm66Z2cBXQeFGFoj3QS8BIxWOY7D4K4Z131wM1LGN-ZM0gki-bHIsp5bK99UwGgiLZYt1AwhE4U1hynv99mHESBU3l7DC7IxyTrAaPq1vpHjSdFn_0%3D,https://media.glassdoor.com/sql/9962/pactiv-evergreen-squareLogo-1628884212428.png
670,"https://www.glassdoor.com/Job/miami-mechanical-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,25.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Mechanical Engineer,Mid Senior Level,"Sr. Project Manager (Kaukauna, WI)",Ahlstrom-Munksjö,United States,,https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1110586&s=58&guid=00000184670d936ea751c0f3406f9dae&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_42493355&cb=1668176254122&jobListingId=1008129209848&jrtk=3-0-1ghjgr4tqirmb801-1ghjgr4u8gspa800-70a3a81def321138--6NYlbfkN0DBWwqdFVAnJ5NQlFXN9Momu8_hNbHygjfnXIBn0xVLDNN4CO1XPpHuhF_yN5XvaCRnvroqnAUjvtZRz32O8FGql3CEMKJjgPwQcE12kCvyR9K0M5At3OPwatHGSGB_q2UX4KLObXL_n6bf3jDf_FuDMG8SbmyrR3q8NpxEH3600xcfgfDdrAWWleC0K_lsT9crtXJ1NnPyvhyBY6dpX7J13jf2aIix--SafVOpE3Wsly0QEVevdCGDn9KED4qhf3K1Wwj8riCXNh9mgjfqDXpcuRX_FM9vsfDZ5nNykH80ckHhMfqvMxXKqM_7yyCcdEafhNMHblvB11MsPiNngJKIYHegt5y2hZr2fe0ic_b78tRmYtraQPAxteF9I-gTw7Kb4UcdqeK_7D2B8Jwuy37H-jGG28DTjqEcqdmIDyv0RMWSiumJ5MtnQKahbFknQ7nLE11609Gyv4RWznyRsZ6_6LgNP-Q_wCVQSAb0_3vhOvx_m6qTRukTFS-D00cgEnh1szwFRJ_6gbPGyokV1T3I,https://media.glassdoor.com/sql/429981/ahlstrom-munksjö-squarelogo-1563267158744.png
671,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,Senior Software Engineer,"Thales DIS CPL USA, Inc.","Plantation, FL",$76K - $109K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ca9d51f&cb=1668176260499&jobListingId=1008253032017&cpc=D5DD321927D3FAF9&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-d2a32f66d5a6e6f2--6NYlbfkN0BTko3NfY_jUuCJ7IvJvdhb3vTuwD8YmB6aPpYi6Jp-tj5JsAdvJMhm3y2D6jYwWNsyEsZniTf_QumP-ixcFzth8HEnzNy2Kf4B_dX2Faooz3rkBXtYFKP9MHPv6SJQ4CgXazvEw5ohY8YfKnh5LMgPqus5WbO4_ppfdkUb7IVMnJDJG0S0bZoDbFM3SpKnEgSJQFr_itotFJ653PNaapbZyfwYCJcLvsfzBYEFSfcNmRX75SDNcmpAU-6wrCnkfopt8Z3N4_xaaX3Azr6op4lSN_mNuRdGRZDpk1xGfr6SIHO0CAvgULZnFxCaMDYxLghBQ1h0etVKwezJ2ufAIRsQSrS3T-SimyeNtRlB8vvDTKpiJCHfS3dSqvs6_Q45Lqa6HNhPV2W-L48eWx1mW6Oq2JsQ-0sJO39_RqMc2oL99uV6YbTkdZxOki_ixRVCt-S2pF0b4WR2fRUwGMUfbvA-GR2JGvVUEZ-YyNcVdJZKbo9oTzF3G8VX0p5YIlEbYAKeHgWNNMGfwjjkFvyvhjASeknwn4Y0CRtgo8kqLLpv56kRZsmOrAPAGwOHa0P2ffiHB08-cF0f3g%3D%3D,https://media.glassdoor.com/sql/10358/thales-squarelogo-1591182489911.png
672,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,"Senior React Full Stack JS Software Engineer (Health Ins, 401k, & More)",DoorLoop,"Miami Beach, FL",$150K - $200K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2799b706&cb=1668176260500&jobListingId=1008183807242&cpc=7F162D03C43CC24C&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-03984d4046093430--6NYlbfkN0Bg8kaLZpGmonnt516iCDBz1BXXYWwUs3o81vaiU99V9emOUTxM0hTlS_shzUzoNtO1KsGZOWQ8oaQBmAuZOKQNGflW6ZoxjWwIL3ozrJ3MNRbA5BV1bE9pTVhkYEpTJ9wa8pRtEwGHyRxWSM92pgPL5N_SX4qwYrNi4F9mu0nmqvbRR9SpK1Z3hqxuohCLKwZaS03439xqqSRHK3kr-YPemkaATV357ypo7wVWuZcXVsugxABbnEEOCAmyMIJGUZY9Wj2jDIAwRs2zH6WoVZOqMvvqsM8iq7zrUwzohR5j9p6LVMpY2cpOaD1G0-L0joOUM-di2JSQXzrRGGw13iscDJcx_mIoJvMsgiSP-yl4ju34pKXgbxW-5sx-v0CLJqc98yBPPTVtUo0E2HqbNzs3Ey3cuba19k5cnQS52zqi9GzCsBS2zOTd87FMU-oNFrGZQU-V3MeNzhIqJGZt2Nz9cn3b4ud_fo7wSKJGjZ5QeNgEOeYzUUpapYT86MnpxFX6VJKGOEs09i4UmCoIRXqiGWhG5wToEqnq4DxwXuWolEk1Obsdo_VjmdGMw0YxxT4PAzN99n2JbMDDN_vBn0CC,https://media.glassdoor.com/sql/6826868/doorloop-squarelogo-1650534522830.png
673,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,Senior QA Automation Engineer,Santander Holdings USA Inc,"Miami, FL",$93K - $131K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d4f4b32&cb=1668176260499&jobListingId=1008239166243&cpc=5F003D4E935DF3EC&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-fa8c96b71a4ab94d--6NYlbfkN0DfLPOF3Q9sY2FxloGVGNTAdX268E8EDPBKA_kClzyeMM9JnjuVrOkRjuBHbmPRDE-hCdkJwBtSebrg_paHJygEZxPZcJdULVic6v61C7caNVEpUtumZ97PIwrSDcxna9uYToKSNgsXIroCTEUYoTLNOjuPV2VKVY2rvPzo61ec8r0xNa0y6GfghFZAfdmiOJ4SSbhtyHTfTRhXjw9UlvmCb_UZlgD9fDC_jWZy_BQkiex5uJHrCPB6qosrYzyf1sHC9ylltfW4Oauz3R9dIoon4eiQjjxK_tFPNkFQ7SGW_rdh6vKboIn5ingnGL9X6CBNoeI_nBoA3zioG-wjiSnMRngUaNXtpUshZx95ow1LmZDV4vsrw9-7izReEveST7Eo3ZLj93LHnV18aGjEI1jlNcAT1jhAGUOZw8bGkBD_XPSG88rcHpSWurv9uLdWhiAiTApLBwKNvjw_P3-aRPDv,https://media.glassdoor.com/sql/828048/santander-squareLogo-1664207814812.png
674,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,Tech Lead/Sr. Software Engineer,Santander Holdings USA Inc,"Miami, FL",$92K - $145K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_b66da08c&cb=1668176260499&jobListingId=1008239166225&cpc=1C3318CDCA7FE79A&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-f2c059f3152b40f7--6NYlbfkN0DfLPOF3Q9sY2FxloGVGNTAdX268E8EDPBKA_kClzyeMM9JnjuVrOkRjuBHbmPRDE-hCdkJwBtSeS0uANBVl2Wmt_EfSkj58o83qxdIuxggJBMLUSf73yV7v92NM2KJauShNIZ20QqCLonnB0WNWIMaLSl8lK8AHaY1dOVix6c40ZyZ1bGsZNoXox_4Teb_B4_rd1GIv_PGBNIiMxLoLp_ujQwGenYhGaPPpi3ytEOdEmHkhaC4MbwsEHpZiQKkgdEx3Ky4kN7GMUIrthn2jNlV-nuHMsB968YOY2WfQbMcpq4aU6r4CJKzd6HOHUUf0l6kOUcF9CWfPeyP8XJDwuY6UxnIIbs7G5i5-31dyC-EejNnyteSs9eaGiepUkaBQhHGm91QUO6L9z_sQgU67kdgNZSNdZs6dvsOK8_KVA331AmogqGE4y60ib9kKr62E60WwxAeMTCLDh6lIMhDGpXl,https://media.glassdoor.com/sql/828048/santander-squareLogo-1664207814812.png
675,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,REMOTE - Staff Software Engineer,Dropbox,"Miami, FL",$141K - $206K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_0f7895d5&cb=1668176260500&jobListingId=1008204381090&cpc=A65DF3A704A48F9B&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-99daa68b65518523--6NYlbfkN0BXuQyu8a89IGjYOqzws6EwobUQWMJj07p0mQmaAEzBimo2tpdboYegEdD3gDPqEQTqhR7mzBC9vOdZnxqLigUTfIoX_i2_U4qgYbpOHdLphoVruWMLqDE7apuxPLwYW9Wm0PfUFANc_wVPMu_bPKDq5Onitad8YCpdYOB5ldDdCaJHeczD5I_0KDacmtgZohppPU-nlf8Hg2V-XxQinpX92gQwLRTK4EHR1FoCBBzOfTGXdaPzjqihOTd0m-b1wvI2vMuL5fbqp_8aG93vSMlo3Wm4NQeTxD3f5Sh0-de0Aacf46MxY1pODhoUxVQ5fCzsV7nds2a0_EpK9IvgVH7SGJAQqriiOUfhuFvuhIj--78cDTuvbNfJaVHJ3CgND861gKMycRO9ZfKoeZtFxRbBuhyaY8xrCODpn3R3Jc_OAGRsAuyicGIn44ZU8Ph8Izd_kCDiEIbmC5mCeoTwJywCyW4MdTtzjM1E1ZccOUMGuFWqg0UNDPgqI0aB3EI3txKaRy_jfUqRMCWsYuwmIm5WcliWluXpwaJRBXCGuz7pVHuOwIqzbfqcRRy_PSXg8SiQ7ykd19oZ98sHCLPzV4oE6shqVzTllhDhXWpLppEJZk1dJq6iVCicjJI0YXzwiwj_EFIANr5igEN6kRrk-fCeA6xwftvWL0cb2XO63wO1i3ncF4CiBgL1KwmJuQiKwN2E0QL9zH3updo7CxpHvFACrzSMBw3IFn3kpjVKW3h2gScf8gjBp_4H,https://media.glassdoor.com/sql/415350/dropbox-squareLogo-1657109751915.png
676,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,Magento 2 Developer (Software Engineer),Great HealthWorks,"Fort Lauderdale, FL",$73K - $107K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1ac9f37d&cb=1668176260501&jobListingId=1008050516238&cpc=22ABB673398E21F3&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-e9b8b27ee325fabc--6NYlbfkN0B2mSpTY_uJHzafohdp3pLlXpGdodGX5m98wTeeC7CmvQcDhOU7XnViPTMfPH5sSpH94z_4pqGW5z6TS9gtJnpjYI6w6joYhrEi6mEfCl62u08ixdDvQeZv54d-0tqXosUvmoVQBtfOBR95qN6kPPVNie_M7-4K3RZmIIak8R5VDyE3fggDT00nZgXM-mtpmgtwKOBJdbQMnTvG_uxjQi5j1J4qgPyxbP4gTE5HIWtdFEhqaGCI5lj6NJ9wIfmh3YEuzgETBQtUqAVcHyeja4mzB30MGm_350fU9Gdt6D1HwI9rQHfrwCuoNOqklbMK73PilhtfQlt3BSVXNrtwn3qSTidlzkZe4LiWsLzdCDEvgJUOpEneDCQYWC91ahoH3ezKM8_Iiw2dX6srhr7abQF4bA5BaGfPyjlAG01dP05Dj2FyUxI6H0POVyQx-zANwdSZeSXYo00dFF55moBb3gsYmsyrO36eFg4LfzPlRTF1eF3epx_PN9kgS8QigybLVH2JnpVTHBX2uibJ7qwtp_tCI-QDtzS3hSHUafIJU6nCl9hnLLflGcXee8anWWujf4uxxqhv62P32usyjGO6S_PhsQVC_RTfemL0QeYYA5Qi8WvOqp9SIcjc-Uc7QaitDoizmzdYkJFpMr2RV7c586FtpOrv98px1TRkavrxrRcbToVuibBNMxzFYMJ7vHwwnZkuklzRx1WZabkkobBkM1hRGcwPx6csnHjSn81ozVtL18CeW4ZhcPFpu364KXr8VLoNCZKCQ1gIUPcp0dDtnMxQ,https://media.glassdoor.com/sql/152197/great-healthworks-squarelogo.png
677,"https://www.glassdoor.com/Job/miami-software-engineer-jobs-SRCH_IL.0,5_IC1154170_KO6,23.htm?seniorityType=midseniorlevel",Miami,FL,"Miami, FL",Software Engineer,Mid Senior Level,"Catheter Principal Engineer R&D Application catheter design, development",A New Beginning-Genesis 2,"Miami, FL",$90K - $130K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1110586&s=58&guid=00000184670dac1982dcfdfc56f64fb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8bb2fe45&cb=1668176260501&jobListingId=1008235371496&cpc=90C4CD7F4113B630&jrtk=3-0-1ghjgrb2hkuhq801-1ghjgrb33itnc800-1ba453234e47c1b7--6NYlbfkN0B6Kd-MDCET8HMNvKrgjDlEDh4PhhYm-EZ338oHNPYy-r56Vp1S2OygSflvajAt0gYUZU0_3d9Qum1C6H57KmR40JVPxWj0mPKS-K5xHGvuKjQqc9sQtyZHicbVC7zYw9PxfYgXS5GgGTHcsEXVGr1n_KTG1htEWr5X61DLn8iQBKFyyg-lj2Oc0KCHg79XdWtlsTAFZowlej7P9Ccj0kFIO3cuFHsF1OWkDNcgmEIifZfW007eJtwUloNoJkg2Ds4Wz-WUOfTipy7B71oXdFOOF_dgqAnOds9WKfxwzKnPfsRfe-upqab9dDPLTZ5k5kYjkzwWKLWo455ywonuUVCTeyPr_lkwr5RGVXqbe7d9g0dinx28ZS2dV1AnGpY0ZS2iuYxtbZhGHjooqfJofFEb8rlggD4_Z2PlkMR_Ek8gdLVW2TZVbdJik9JSxzbbeqaWQgfi_vdK4IYqeFnLlzv9qoDCmB49mvN0r8PIJuZ-Ve_YABd-j7-3JCPnkWlfd-f2nkOntfV2x2nMURG3weYyrgRWuTTTkuxSR7l-bT2TtkSpTcMITO-IQ3GeyeSQuQH2BZSRbcBxyQ%3D%3D,
